sample_name	bioproject_accession	library_ID	title	design_description	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	filetype	filename	assembly
RMB_15212		RMB_15212	RAD-Seq data for Cyrtodactylus philippinicus: Sample RMB_15212	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_15212_Cyrtodactylus_philippinicus_Luzon_R1.fq.gz	
RMB_3118		RMB_3118	RAD-Seq data for Gekko athymus: Sample RMB_3118	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_3118_Gekko_athymus_Palawan_R1.fq.gz	
RMB_5005		RMB_5005	RAD-Seq data for Gekko mindorensis: Sample RMB_5005	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5005_Gekko_mindorensis_Mindoro_R1.fq.gz	
RMB_5006		RMB_5006	RAD-Seq data for Gekko mindorensis: Sample RMB_5006	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5006_Gekko_mindorensis_Mindoro_R1.fq.gz	
RMB_5184		RMB_5184	RAD-Seq data for Cyrtodactylus philippinicus: Sample RMB_5184	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5184_Cyrtodactylus_philippinicus_Sibuyan_R1.fq.gz	
RMB_5185		RMB_5185	RAD-Seq data for Cyrtodactylus philippinicus: Sample RMB_5185	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5185_Cyrtodactylus_philippinicus_Sibuyan_R1.fq.gz	
RMB_5728		RMB_5728	RAD-Seq data for Gekko sp. b: Sample RMB_5728	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5728_Gekko_sp.b_CamiguinNorte_R1.fq.gz	
RMB_5729		RMB_5729	RAD-Seq data for Gekko sp. b: Sample RMB_5729	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5729_Gekko_sp.b_CamiguinNorte_R1.fq.gz	
RMB_5730		RMB_5730	RAD-Seq data for Gekko sp. b: Sample RMB_5730	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5730_Gekko_sp.b_CamiguinNorte_R1.fq.gz	
RMB_5737		RMB_5737	RAD-Seq data for Gekko sp. b: Sample RMB_5737	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5737_Gekko_sp.b_CamiguinNorte_R1.fq.gz	
RMB_5754		RMB_5754	RAD-Seq data for Cyrtodactylus philippinicus: Sample RMB_5754	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5754_Cyrtodactylus_philippinicus_CamiguinNorte_R1.fq.gz	
RMB_5755		RMB_5755	RAD-Seq data for Cyrtodactylus philippinicus: Sample RMB_5755	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5755_Cyrtodactylus_philippinicus_CamiguinNorte_R1.fq.gz	
RMB_5757		RMB_5757	RAD-Seq data for Cyrtodactylus philippinicus: Sample RMB_5757	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5757_Cyrtodactylus_philippinicus_CamiguinNorte_R1.fq.gz	
RMB_5793		RMB_5793	RAD-Seq data for Gekko sp. b: Sample RMB_5793	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5793_Gekko_sp.b_CamiguinNorte_R1.fq.gz	
RMB_5811		RMB_5811	RAD-Seq data for Cyrtodactylus philippinicus: Sample RMB_5811	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5811_Cyrtodactylus_philippinicus_CamiguinNorte_R1.fq.gz	
RMB_5905		RMB_5905	RAD-Seq data for Cyrtodactylus philippinicus: Sample RMB_5905	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5905_Cyrtodactylus_philippinicus_BabuyanClaro_R1.fq.gz	
RMB_5906		RMB_5906	RAD-Seq data for Cyrtodactylus philippinicus: Sample RMB_5906	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5906_Cyrtodactylus_philippinicus_BabuyanClaro_R1.fq.gz	
RMB_5907		RMB_5907	RAD-Seq data for Cyrtodactylus philippinicus: Sample RMB_5907	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5907_Cyrtodactylus_philippinicus_BabuyanClaro_R1.fq.gz	
RMB_5945		RMB_5945	RAD-Seq data for Luperosaurus macgregori: Sample RMB_5945	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5945_Luperosaurus_macgregori_BabuyanClaro_R1.fq.gz	
RMB_5949		RMB_5949	RAD-Seq data for Luperosaurus macgregori: Sample RMB_5949	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5949_Luperosaurus_macgregori_BabuyanClaro_R1.fq.gz	
RMB_5953		RMB_5953	RAD-Seq data for Gekko crombota: Sample RMB_5953	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5953_Gekko_crombota_BabuyanClaro_R1.fq.gz	
RMB_5954		RMB_5954	RAD-Seq data for Gekko crombota: Sample RMB_5954	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5954_Gekko_crombota_BabuyanClaro_R1.fq.gz	
RMB_5955		RMB_5955	RAD-Seq data for Luperosaurus macgregori: Sample RMB_5955	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5955_Luperosaurus_macgregori_BabuyanClaro_R1.fq.gz	
RMB_5967		RMB_5967	RAD-Seq data for Luperosaurus macgregori: Sample RMB_5967	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5967_Luperosaurus_macgregori_BabuyanClaro_R1.fq.gz	
RMB_5968		RMB_5968	RAD-Seq data for Gekko crombota: Sample RMB_5968	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5968_Gekko_crombota_BabuyanClaro_R1.fq.gz	
RMB_5969		RMB_5969	RAD-Seq data for Gekko crombota: Sample RMB_5969	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5969_Gekko_crombota_BabuyanClaro_R1.fq.gz	
RMB_5970		RMB_5970	RAD-Seq data for Gekko crombota: Sample RMB_5970	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5970_Gekko_crombota_BabuyanClaro_R1.fq.gz	
RMB_5971		RMB_5971	RAD-Seq data for Luperosaurus macgregori: Sample RMB_5971	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_5971_Luperosaurus_macgregori_BabuyanClaro_R1.fq.gz	
RMB_6052		RMB_6052	RAD-Seq data for Gekko rossi: Sample RMB_6052	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_6052_Gekko_rossi_Calayan_R1.fq.gz	
RMB_6056		RMB_6056	RAD-Seq data for Gekko rossi: Sample RMB_6056	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	RMB_6056_Gekko_rossi_Calayan_R1.fq.gz	
