
taxa	total	dpt.me	dpt.sd	d>5.tot	d>5.me	d>5.sd	badpairs
15 	*                                   159
20 	*                                   54
25 	*                                   23
30 	*                                   13
35 	*                                   5
40 	*                                   4
50 	*                                   11
100 	*                                   6
250 	                                    0
500 	                                    0

sample: RMB_13657_Gekko_mindorensis_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                29933
5 	*****                               6210
10 	***                                 3672
15 	***                                 2628
20 	**                                  1765
25 	**                                  1305
30 	**                                  849
35 	*                                   609
40 	*                                   639
50 	*                                   523
100 	*                                   68
250 	*                                   8
500 	*                                   11

sample: RMB_13659_Gekko_mindorensis_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             74972
5 	****                                8711
10 	**                                  2735
15 	**                                  1948
20 	**                                  1794
25 	*                                   1611
30 	*                                   1552
35 	*                                   1465
40 	**                                  2496
50 	***                                 6217
100 	*                                   749
250 	*                                   56
500 	*                                   33

sample: RMB_13660_Gekko_mindorensis_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********************               51849
5 	****                                6982
10 	**                                  2915
15 	**                                  2271
20 	**                                  2038
25 	**                                  1830
30 	**                                  1603
35 	**                                  1432
40 	**                                  2149
50 	**                                  2866
100 	*                                   167
250 	*                                   46
500 	*                                   16

sample: RMB_13661_Gekko_mindorensis_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                35246
5 	****                                5930
10 	***                                 3285
15 	**                                  2476
20 	**                                  1925
25 	**                                  1585
30 	**                                  1218
35 	*                                   895
40 	**                                  1103
50 	**                                  1087
100 	*                                   105
250 	*                                   19
500 	*                                   11

sample: RMB_13662_Gekko_mindorensis_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***************************         12083
5 	****                                1522
10 	*                                   135
15 	*                                   21
20 	*                                   13
25 	*                                   6
30 	*                                   4
35 	*                                   1
40 	*                                   5
50 	*                                   10
100 	*                                   3
250 	*                                   1
500 	                                    0

sample: RMB_13664_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	****************************        20209
5 	****                                2166
10 	*                                   360
15 	*                                   82
20 	*                                   18
25 	*                                   10
30 	*                                   8
35 	*                                   4
40 	*                                   5
50 	*                                   9
100 	*                                   7
250 	                                    0
500 	                                    0

sample: RMB_13669_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********************               31265
5 	*****                               7141
10 	***                                 3724
15 	**                                  2254
20 	**                                  1310
25 	*                                   778
30 	*                                   516
35 	*                                   336
40 	*                                   340
50 	*                                   334
100 	*                                   37
250 	*                                   9
500 	*                                   3

sample: RMB_13670_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************************           23782
5 	*****                               4376
10 	**                                  1044
15 	*                                   366
20 	*                                   123
25 	*                                   52
30 	*                                   21
35 	*                                   10
40 	*                                   11
50 	*                                   13
100 	*                                   7
250 	*                                   1
500 	                                    0

sample: RMB_13713_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******************************      14661
5 	**                                  599
10 	*                                   61
15 	*                                   11
20 	*                                   1
25 	*                                   1
30 	*                                   3
35 	*                                   2
40 	*                                   3
50 	*                                   2
100 	*                                   2
250 	                                    0
500 	                                    0

sample: RMB_13719_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****************************       14564
5 	***                                 870
10 	*                                   104
15 	*                                   18
20 	*                                   9
25 	*                                   2
30 	                                    0
35 	*                                   4
40 	*                                   2
50 	*                                   4
100 	                                    0
250 	                                    0
500 	                                    0

sample: RMB_13764_Gekko_gecko_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             156026
5 	****                                23526
10 	**                                  6517
15 	*                                   2727
20 	*                                   1500
25 	*                                   1175
30 	*                                   923
35 	*                                   756
40 	*                                   1395
50 	**                                  5048
100 	**                                  10365
250 	*                                   2688
500 	*                                   173

sample: RMB_13766_Gekko_gecko_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                43721
5 	****                                7134
10 	***                                 3948
15 	**                                  2915
20 	**                                  2320
25 	**                                  1769
30 	**                                  1436
35 	*                                   1097
40 	**                                  1387
50 	**                                  1473
100 	*                                   128
250 	*                                   20
500 	*                                   14

sample: RMB_13767_Gekko_gecko_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                36153
5 	*****                               7486
10 	***                                 4339
15 	***                                 3258
20 	**                                  2450
25 	**                                  1709
30 	**                                  1102
35 	*                                   712
40 	*                                   694
50 	*                                   483
100 	*                                   96
250 	*                                   21
500 	*                                   7

sample: RMB_13768_Gekko_gecko_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********************               22308
5 	*******                             6550
10 	***                                 2679
15 	**                                  1340
20 	**                                  635
25 	*                                   328
30 	*                                   155
35 	*                                   77
40 	*                                   80
50 	*                                   72
100 	*                                   27
250 	*                                   4
500 	*                                   2

sample: RMB_13770_Gekko_gecko_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              75206
5 	****                                9704
10 	**                                  3204
15 	**                                  2235
20 	**                                  1899
25 	*                                   1694
30 	*                                   1597
35 	*                                   1465
40 	**                                  2522
50 	***                                 6434
100 	*                                   1088
250 	*                                   63
500 	*                                   29

sample: RMB_13902_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************************           24306
5 	******                              4669
10 	**                                  1244
15 	*                                   423
20 	*                                   184
25 	*                                   67
30 	*                                   29
35 	*                                   15
40 	*                                   17
50 	*                                   14
100 	*                                   9
250 	                                    0
500 	                                    0

sample: RMB_13961_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             26780
5 	******                              5550
10 	***                                 2125
15 	**                                  838
20 	*                                   411
25 	*                                   217
30 	*                                   81
35 	*                                   56
40 	*                                   73
50 	*                                   42
100 	*                                   9
250 	*                                   2
500 	                                    0

sample: RMB_13964_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             27246
5 	******                              6259
10 	***                                 2218
15 	**                                  947
20 	*                                   427
25 	*                                   226
30 	*                                   123
35 	*                                   79
40 	*                                   46
50 	*                                   43
100 	*                                   9
250 	*                                   3
500 	                                    0

sample: RMB_13966_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	****************************        19421
5 	****                                2038
10 	*                                   313
15 	*                                   68
20 	*                                   14
25 	*                                   8
30 	*                                   5
35 	*                                   4
40 	*                                   5
50 	*                                   8
100 	*                                   3
250 	                                    0
500 	                                    0

sample: RMB_14180_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****************************       15608
5 	***                                 990
10 	*                                   96
15 	*                                   25
20 	*                                   7
25 	*                                   7
30 	*                                   4
35 	*                                   2
40 	*                                   6
50 	*                                   3
100 	*                                   1
250 	                                    0
500 	                                    0

sample: RMB_14249_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******************************     7183
5 	*                                   73
10 	*                                   9
15 	*                                   4
20 	                                    0
25 	                                    0
30 	                                    0
35 	*                                   1
40 	*                                   1
50 	                                    0
100 	                                    0
250 	                                    0
500 	                                    0

sample: RMB_14310_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	************************            23279
5 	******                              4795
10 	**                                  1354
15 	*                                   499
20 	*                                   194
25 	*                                   87
30 	*                                   32
35 	*                                   27
40 	*                                   26
50 	*                                   19
100 	*                                   8
250 	*                                   2
500 	                                    0

sample: RMB_14453_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********************               27315
5 	******                              6880
10 	***                                 3173
15 	**                                  1465
20 	**                                  770
25 	*                                   437
30 	*                                   213
35 	*                                   113
40 	*                                   111
50 	*                                   72
100 	*                                   19
250 	*                                   4
500 	                                    0

sample: RMB_14956_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******************************     6201
5 	*                                   65
10 	*                                   4
15 	*                                   1
20 	*                                   2
25 	                                    0
30 	                                    0
35 	*                                   1
40 	                                    0
50 	                                    0
100 	                                    0
250 	                                    0
500 	                                    0

sample: RMB_15052_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******************************     7814
5 	*                                   83
10 	*                                   10
15 	*                                   5
20 	*                                   2
25 	*                                   2
30 	*                                   2
35 	                                    0
40 	                                    0
50 	*                                   1
100 	                                    0
250 	                                    0
500 	                                    0

sample: RMB_15119_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************************           22284
5 	******                              4400
10 	**                                  1032
15 	*                                   285
20 	*                                   99
25 	*                                   21
30 	*                                   14
35 	*                                   6
40 	*                                   10
50 	*                                   13
100 	*                                   5
250 	*                                   1
500 	                                    0

sample: RMB_15211_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******************************     1114
5 	*                                   3
10 	*                                   1
15 	                                    0
20 	                                    0
25 	                                    0
30 	                                    0
35 	                                    0
40 	                                    0
50 	                                    0
100 	                                    0
250 	                                    0
500 	                                    0

sample: RMB_15212_Cyrtodactylus_philippinicus_Luzon.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************************          21785
5 	*****                               3144
10 	**                                  657
15 	*                                   148
20 	*                                   43
25 	*                                   16
30 	*                                   10
35 	*                                   6
40 	*                                   4
50 	*                                   14
100 	*                                   4
250 	                                    0
500 	                                    0

sample: RMB_3118_Gekko_athymus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              62071
5 	****                                7977
10 	**                                  2657
15 	**                                  1888
20 	**                                  1678
25 	*                                   1487
30 	*                                   1345
35 	*                                   1255
40 	**                                  2300
50 	***                                 6277
100 	*                                   1448
250 	*                                   46
500 	*                                   23

sample: RMB_5005_Gekko_mindorensis_Mindoro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***************                     13597
5 	*******                             5781
10 	*****                               3500
15 	***                                 2118
20 	**                                  1353
25 	**                                  854
30 	**                                  544
35 	*                                   315
40 	*                                   354
50 	*                                   310
100 	*                                   46
250 	*                                   13
500 	*                                   7

sample: RMB_5006_Gekko_mindorensis_Mindoro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***************                     11991
5 	********                            6287
10 	*****                               3684
15 	***                                 1883
20 	**                                  860
25 	*                                   332
30 	*                                   134
35 	*                                   65
40 	*                                   40
50 	*                                   83
100 	*                                   28
250 	*                                   3
500 	*                                   6

sample: RMB_5184_Cyrtodactylus_philippinicus_Sibuyan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                36058
5 	*****                               6926
10 	***                                 3916
15 	***                                 2889
20 	**                                  2101
25 	**                                  1451
30 	**                                  1016
35 	*                                   767
40 	**                                  972
50 	**                                  975
100 	*                                   77
250 	*                                   17
500 	*                                   9

sample: RMB_5185_Cyrtodactylus_philippinicus_Sibuyan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             95541
5 	****                                11593
10 	**                                  3250
15 	*                                   1923
20 	*                                   1632
25 	*                                   1436
30 	*                                   1274
35 	*                                   1213
40 	**                                  2311
50 	***                                 7802
100 	**                                  2627
250 	*                                   68
500 	*                                   30

sample: RMB_5728_Gekko_sp.b_CamiguinNorte.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************                       13154
5 	*****                               4190
10 	****                                3164
15 	***                                 2595
20 	***                                 2238
25 	***                                 1869
30 	**                                  1580
35 	**                                  1194
40 	***                                 1723
50 	**                                  1646
100 	*                                   80
250 	*                                   31
500 	*                                   14

sample: RMB_5729_Gekko_sp.b_CamiguinNorte.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	****************************        8690
5 	****                                843
10 	*                                   91
15 	*                                   21
20 	*                                   7
25 	*                                   1
30 	*                                   1
35 	*                                   3
40 	*                                   1
50 	*                                   7
100 	*                                   3
250 	                                    0
500 	                                    0

sample: RMB_5730_Gekko_sp.b_CamiguinNorte.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************                       11318
5 	******                              4969
10 	*****                               3830
15 	****                                2850
20 	***                                 2122
25 	**                                  1426
30 	**                                  942
35 	**                                  553
40 	**                                  499
50 	*                                   258
100 	*                                   50
250 	*                                   13
500 	*                                   10

sample: RMB_5737_Gekko_sp.b_CamiguinNorte.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************                       10886
5 	*******                             5303
10 	*****                               3679
15 	****                                2648
20 	***                                 1731
25 	**                                  1207
30 	**                                  753
35 	**                                  516
40 	**                                  512
50 	*                                   282
100 	*                                   50
250 	*                                   12
500 	*                                   6

sample: RMB_5754_Cyrtodactylus_philippinicus_CamiguinNorte.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********************               29881
5 	*****                               6786
10 	***                                 3618
15 	**                                  2036
20 	**                                  1266
25 	*                                   743
30 	*                                   464
35 	*                                   312
40 	*                                   330
50 	*                                   314
100 	*                                   33
250 	*                                   9
500 	                                    0

sample: RMB_5755_Cyrtodactylus_philippinicus_CamiguinNorte.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              24745
5 	******                              5991
10 	***                                 2370
15 	**                                  923
20 	*                                   379
25 	*                                   202
30 	*                                   102
35 	*                                   48
40 	*                                   31
50 	*                                   37
100 	*                                   13
250 	*                                   3
500 	*                                   1

sample: RMB_5757_Cyrtodactylus_philippinicus_CamiguinNorte.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              25381
5 	******                              6318
10 	***                                 2577
15 	**                                  1164
20 	*                                   546
25 	*                                   290
30 	*                                   135
35 	*                                   94
40 	*                                   71
50 	*                                   53
100 	*                                   15
250 	*                                   2
500 	*                                   1

sample: RMB_5793_Gekko_sp.b_CamiguinNorte.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	****************                    23259
5 	***                                 3016
10 	**                                  1761
15 	**                                  1389
20 	**                                  1110
25 	**                                  1029
30 	**                                  1093
35 	**                                  963
40 	**                                  1843
50 	*****                               6916
100 	****                                5167
250 	*                                   117
500 	*                                   64

sample: RMB_5811_Cyrtodactylus_philippinicus_CamiguinNorte.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********************               28612
5 	******                              6802
10 	***                                 3244
15 	**                                  1632
20 	**                                  876
25 	*                                   515
30 	*                                   295
35 	*                                   191
40 	*                                   254
50 	*                                   144
100 	*                                   23
250 	*                                   4
500 	*                                   1

sample: RMB_5905_Cyrtodactylus_philippinicus_BabuyanClaro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              27211
5 	******                              6240
10 	***                                 2587
15 	**                                  1268
20 	*                                   620
25 	*                                   327
30 	*                                   192
35 	*                                   101
40 	*                                   86
50 	*                                   73
100 	*                                   15
250 	*                                   5
500 	                                    0

sample: RMB_5906_Cyrtodactylus_philippinicus_BabuyanClaro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****************************       14397
5 	***                                 982
10 	*                                   107
15 	*                                   18
20 	*                                   4
25 	*                                   5
30 	*                                   3
35 	*                                   4
40 	*                                   2
50 	*                                   5
100 	                                    0
250 	                                    0
500 	                                    0

sample: RMB_5907_Cyrtodactylus_philippinicus_BabuyanClaro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******************************     1399
5 	*                                   5
10 	                                    0
15 	                                    0
20 	                                    0
25 	                                    0
30 	                                    0
35 	                                    0
40 	                                    0
50 	                                    0
100 	                                    0
250 	                                    0
500 	                                    0

sample: RMB_5945_Luperosaurus_macgregori_BabuyanClaro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************                      14274
5 	*****                               4167
10 	****                                2995
15 	***                                 2523
20 	***                                 2069
25 	**                                  1670
30 	**                                  1371
35 	**                                  1083
40 	**                                  1455
50 	***                                 2032
100 	*                                   150
250 	*                                   31
500 	*                                   13

sample: RMB_5949_Luperosaurus_macgregori_BabuyanClaro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************                       13376
5 	*****                               4249
10 	****                                3063
15 	***                                 2671
20 	***                                 2234
25 	***                                 1912
30 	**                                  1499
35 	**                                  1242
40 	***                                 1698
50 	**                                  1682
100 	*                                   95
250 	*                                   19
500 	*                                   8

sample: RMB_5953_Gekko_crombota_BabuyanClaro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                40504
5 	****                                6373
10 	***                                 3506
15 	**                                  2842
20 	**                                  2384
25 	**                                  1949
30 	**                                  1492
35 	**                                  1131
40 	**                                  1365
50 	**                                  1088
100 	*                                   97
250 	*                                   25
500 	*                                   17

sample: RMB_5954_Gekko_crombota_BabuyanClaro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                37977
5 	****                                6262
10 	**                                  3060
15 	**                                  2517
20 	**                                  2135
25 	**                                  1969
30 	**                                  1676
35 	**                                  1416
40 	**                                  1861
50 	**                                  2303
100 	*                                   172
250 	*                                   34
500 	*                                   27

sample: RMB_5955_Luperosaurus_macgregori_BabuyanClaro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************                      18154
5 	****                                3714
10 	***                                 2511
15 	**                                  1978
20 	**                                  1837
25 	**                                  1557
30 	**                                  1499
35 	**                                  1336
40 	***                                 2293
50 	*****                               5467
100 	**                                  1401
250 	*                                   53
500 	*                                   23

sample: RMB_5967_Luperosaurus_macgregori_BabuyanClaro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********************               12848
5 	********                            4732
10 	***                                 1326
15 	**                                  363
20 	*                                   125
25 	*                                   46
30 	*                                   17
35 	*                                   8
40 	*                                   10
50 	*                                   21
100 	*                                   7
250 	                                    0
500 	                                    0

sample: RMB_5968_Gekko_crombota_BabuyanClaro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             16586
5 	*******                             4678
10 	***                                 1261
15 	*                                   375
20 	*                                   107
25 	*                                   38
30 	*                                   27
35 	*                                   12
40 	*                                   13
50 	*                                   26
100 	*                                   12
250 	*                                   2
500 	*                                   3

sample: RMB_5969_Gekko_crombota_BabuyanClaro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             142200
5 	****                                20427
10 	**                                  5563
15 	*                                   2286
20 	*                                   1377
25 	*                                   981
30 	*                                   778
35 	*                                   677
40 	*                                   1252
50 	**                                  4816
100 	***                                 10311
250 	*                                   2130
500 	*                                   169

sample: RMB_5970_Gekko_crombota_BabuyanClaro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                22737
5 	*******                             6873
10 	****                                3413
15 	**                                  1434
20 	*                                   574
25 	*                                   245
30 	*                                   89
35 	*                                   41
40 	*                                   34
50 	*                                   44
100 	*                                   28
250 	*                                   5
500 	*                                   9

sample: RMB_5971_Luperosaurus_macgregori_BabuyanClaro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************                      13123
5 	******                              5132
10 	*****                               3798
15 	****                                2885
20 	***                                 2061
25 	**                                  1415
30 	**                                  1036
35 	**                                  696
40 	**                                  747
50 	*                                   453
100 	*                                   55
250 	*                                   11
500 	*                                   7

sample: RMB_6052_Gekko_rossi_Calayan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***************                     11122
5 	********                            5771
10 	*****                               3016
15 	***                                 1581
20 	**                                  768
25 	*                                   356
30 	*                                   193
35 	*                                   98
40 	*                                   81
50 	*                                   74
100 	*                                   24
250 	*                                   9
500 	*                                   6

sample: RMB_6056_Gekko_rossi_Calayan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************                      17689
5 	***                                 3247
10 	***                                 2134
15 	**                                  1840
20 	**                                  1619
25 	**                                  1477
30 	**                                  1364
35 	**                                  1284
40 	***                                 2331
50 	******                              6520
100 	**                                  1534
250 	*                                   61
500 	*                                   50

sample: RMB_6058_Gekko_rossi_Calayan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****************                   11836
5 	*********                           6253
10 	*****                               2886
15 	***                                 1169
20 	**                                  393
25 	*                                   140
30 	*                                   58
35 	*                                   27
40 	*                                   21
50 	*                                   30
100 	*                                   27
250 	*                                   4
500 	*                                   6

sample: RMB_6059_Gekko_rossi_Calayan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************                       11887
5 	******                              4959
10 	*****                               3728
15 	****                                2789
20 	***                                 2099
25 	***                                 1534
30 	**                                  978
35 	**                                  687
40 	**                                  814
50 	*                                   482
100 	*                                   63
250 	*                                   16
500 	*                                   12

sample: RMB_6060_Gekko_rossi_Calayan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******************                 11787
5 	********                            4911
10 	****                                1757
15 	**                                  704
20 	*                                   256
25 	*                                   115
30 	*                                   48
35 	*                                   25
40 	*                                   14
50 	*                                   34
100 	*                                   15
250 	*                                   4
500 	*                                   2

sample: RMB_6259_Cyrtodactylus_philippinicus_Polillo.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              82752
5 	****                                10957
10 	**                                  3476
15 	**                                  2056
20 	*                                   1608
25 	*                                   1397
30 	*                                   1239
35 	*                                   1195
40 	**                                  2127
50 	***                                 6788
100 	**                                  4843
250 	*                                   343
500 	*                                   48

sample: RMB_6260_Cyrtodactylus_philippinicus_Polillo.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********************               39418
5 	****                                6296
10 	***                                 3754
15 	**                                  2966
20 	**                                  2095
25 	**                                  1670
30 	**                                  1186
35 	*                                   844
40 	**                                  1035
50 	**                                  1044
100 	*                                   90
250 	*                                   15
500 	*                                   8

sample: RMB_6261_Cyrtodactylus_philippinicus_Polillo.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              74618
5 	****                                9502
10 	**                                  3070
15 	**                                  1986
20 	*                                   1595
25 	*                                   1440
30 	*                                   1341
35 	*                                   1367
40 	**                                  2477
50 	***                                 7576
100 	*                                   1670
250 	*                                   44
500 	*                                   23

sample: RMB_6314_Pseudogekko_smaragdinus_Polillo.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************                       11820
5 	*****                               3647
10 	****                                2523
15 	***                                 2194
20 	***                                 1897
25 	***                                 1575
30 	**                                  1243
35 	**                                  1138
40 	***                                 1576
50 	***                                 2315
100 	*                                   131
250 	*                                   13
500 	*                                   9

sample: RMB_6317_Pseudogekko_smaragdinus_Polillo.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******************                 13362
5 	*********                           5644
10 	****                                2224
15 	**                                  716
