Dewar	Tower	Box	Cell	Field Number	Genus	Species	Country	Island	Province	Municipality	Barangay	Local Area Name	Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12															
	AC	431	G5	CAS 210186		Limnonectes	kuhlii																																
	AC	431	G6	CAS 210183		Limnonectes	kuhlii																																
	AC	431	G7	CAS 208057		Limnonectes	kuhlii																																
	AC	431	G8	CAS 205280		Limnonectes	kuhlii																																
	AC	431	G9	CAS 205263		Limnonectes	kuhlii																																
	AC	431	H1	CAS 205262		Limnonectes	kuhlii																																
	AC	431	H2	CAS 205261		Limnonectes	kuhlii																																
	AC	431	H3	CAS 205260		Limnonectes	kuhlii																																
	AC	431	H4		16654	Limnonectes	kuhlii	Nanto																															
	AC	431	H5		16653	Limnonectes	kuhlii	Nanto																															
	AC	431	H6		16602	Limnonectes	kuhlii	Taoyuan																															
	AC	431	H7		16603	Limnonectes	kuhlii	Taoyuan																															
	AC	431	H8		16604	Limnonectes	kuhlii	Taoyuan																															
	AC	431	H9		16605	Limnonectes	kuhlii	Taoyuan																															
	AC	431	I1		16606	Limnonectes	kuhlii	Taoyuan																															
	AC	431	I2		16650	Limnonectes	kuhlii	Nanto																															
	AC	431	I3		16651	Limnonectes	kuhlii	Nanto																															
	AC	431	I4		16651	Limnonectes	kuhlii	Nanto																															
	AC	431	I5		TAO 938	Limnonectes	kuhlii																																
	AC	431	I6		TAO 939	Limnonectes	kuhlii																																
	AC	431	I7		7034	Limnonectes	kuhlii																																
	AC	431	I8		4922	Limnonectes	kuhlii																																
	AC	431	I9		5007	Limnonectes	kuhlii																																
	AC																																						
	AC	432	A1	AMNH 141156 / FS-16520	Limnonectes	kuhlii																																	
	AC	432	A2	AMNH 141155 / FS-16519	Limnonectes	kuhlii																																	
	AC	432	A3	AMNH 141154 / FS-16514	Limnonectes	kuhlii																																	
	AC	432	A4	AMNH 141147 / FS-16506	Limnonectes	kuhlii																																	
	AC	432	A5	AMNH 141137 / FS-16495	Limnonectes	kuhlii																																	
	AC	432	A6	AMNH 141075 / FS-16414	Limnonectes	kuhlii																																	
	AC	432	A7	AMNH 141069 / FS-16406	Limnonectes	kuhlii																																	
	AC	432	A8	AMNH 106558 / FS-15207	Limnonectes	kuhlii																																	
	AC	432	A9	AMNH 106557 / FS-15208	Limnonectes	kuhlii																																	
	AC	432	B1	AMNH 106556 / FS-15651	Limnonectes	kuhlii																																	
	AC	432	B2	AMNH 106555 / FS-15652	Limnonectes	kuhlii																																	
	AC	432	B3	AMNH 106430 / FS-13071	Limnonectes	kuhlii																																	
	AC	432	B4	AMNH 106384 / FS-13673	Limnonectes	kuhlii																																	
	AC	432	B5	AMNH 106383 / FS-13646	Limnonectes	kuhlii																																	
	AC	432	B6	AMNH 106382 / FS-13587	Limnonectes	kuhlii																																	
	AC	432	B7	AMNH 106381 / FS-13518	Limnonectes	kuhlii																																	
	AC	432	B8	66230	Limnonectes	kuhlii																																	
	AC	432	B9	66588	Limnonectes	kuhlii																																	
	AC	432	C1	65500	Limnonectes	kuhlii																																	
	AC	432	C2	63339	Limnonectes	kuhlii																																	
	AC	432	C3	63534	Limnonectes	kuhlii																																	
	AC	432	C4	63593	Limnonectes	kuhlii																																	
	AC	432	C5	66229	Limnonectes	kuhlii																																	
	AC	432	C6	66587	Limnonectes	kuhlii																																	
	AC	432	C7	65471	Limnonectes	kuhlii																																	
	AC	432	C8	63333	Limnonectes	kuhlii																																	
	AC	432	C9	63533	Limnonectes	kuhlii																																	
	AC	432	D1	63576	Limnonectes	kuhlii																																	
	AC	432	D2	64246	Limnonectes	kuhlii																																	
	AC	432	D3	66228	Limnonectes	kuhlii																																	
	AC	432	D4	66592	Limnonectes	kuhlii																																	
	AC	432	D5	65445	Limnonectes	kuhlii																																	
	AC	432	D6	63332	Limnonectes	kuhlii																																	
	AC	432	D7	63365	Limnonectes	kuhlii																																	
	AC	432	D8	HKV 6356	Limnonectes	kuhlii																																	
	AC	432	D9	64242	Limnonectes	kuhlii																																	
	AC	432	E1	66227	Limnonectes	kuhlii																																	
	AC	432	E2	66532	Limnonectes	kuhlii																																	
	AC	432	E3	65444	Limnonectes	kuhlii																																	
	AC	432	E4	63331	Limnonectes	kuhlii																																	
	AC	432	E5	63363	Limnonectes	kuhlii																																	
	AC	432	E6	HKV 6354	Limnonectes	kuhlii																																	
	AC	432	E7	64228	Limnonectes	kuhlii																																	
	AC	432	E8	66215	Limnonectes	kuhlii																																	
	AC	432	E9	66531	Limnonectes	kuhlii																																	
	AC	432	F1	65443	Limnonectes	kuhlii																																	
	AC	432	F2	65504	Limnonectes	kuhlii																																	
	AC	432	F3	63353	Limnonectes	kuhlii																																	
	AC	432	F4	HKV 6354	Limnonectes	kuhlii																																	
	AC	432	F5	64227	Limnonectes	kuhlii																																	
	AC	432	F6	66214	Limnonectes	kuhlii																																	
	AC	432	F7	66528	Limnonectes	kuhlii																																	
	AC	432	F8	66591	Limnonectes	kuhlii																																	
	AC	432	F9	65503	Limnonectes	kuhlii																																	
	AC	432	G1	63352	Limnonectes	kuhlii																																	
	AC	432	G2	HKV 6354	Limnonectes	kuhlii																																	
	AC	432	G3	64226	Limnonectes	kuhlii																																	
	AC	432	G4	64247	Limnonectes	kuhlii																																	
	AC	432	G5	66213	Limnonectes	kuhlii																																	
	AC	432	G6	66530	Limnonectes	kuhlii																																	
	AC	432	G7	66590	Limnonectes	kuhlii																																	
	AC	432	G8	65502	Limnonectes	kuhlii																																	
	AC	432	G9	63351	Limnonectes	kuhlii																																	
	AC	432	H1	63536	Limnonectes	kuhlii																																	
	AC	432	H2	64207	Limnonectes	kuhlii																																	
	AC	432	H3	64283	Limnonectes	kuhlii																																	
	AC	432	H4	66000	Limnonectes	kuhlii																																	
	AC	432	H5	66529	Limnonectes	kuhlii																																	
	AC	432	H6	66589	Limnonectes	kuhlii																																	
	AC	432	H7	66501	Limnonectes	kuhlii																																	
	AC	432	H8	63340	Limnonectes	kuhlii																																	
	AC	432	H9	63535	Limnonectes	kuhlii																																	
	AC	432	I1	64207	Limnonectes	kuhlii																																	
	AC	432	I2	64248	Limnonectes	kuhlii																																	
	AC	432	I3	4090	Limnonectes	kuhlii																																	
	AC	432	I4	5008	Limnonectes	kuhlii																																	
	AC	432	I5	4089	Limnonectes	kuhlii																																	
	AC	432	I6	TAO 693	Limnonectes	kuhlii																																	
	AC	432	I7	TAO 694	Limnonectes	kuhlii																																	
	AC	432	I8	TAO 695	Limnonectes	kuhlii																																	
	AC	432	I9	TAO 696	Limnonectes	kuhlii																																	
	AC																																						
	AC	433	A1	AMNH 106404  FS-1353	Microhyla	heymonsi																																	
	AC	433	A2	AMNH 106405  FS-1379	Microhyla	heymonsi																																	
	AC	433	A3	AMNH 106406  FS-1386	Microhyla	pulchra																																	
	AC	433	A4	AMNH 106460  FS-14763	Microhyla	nanapollexa																																	
	AC	433	A5	AMNH 106461  FS-14914	Microhyla	heymonsi																																	
	AC	433	A6	AMNH 106501  FS-1560	Microhyla	heymonsi																																	
	AC	433	A7	AMNH 106502  FS-1521	Microhyla	heymonsi																																	
	AC	433	A8	AMNH 106503  FS-1521	Microhyla	heymonsi																																	
	AC	433	A9	AMNH 106504  FS-1521	Microhyla	heymonsi																																	
	AC	433	B1	AMNH 106505  FS-1521	Microhyla	pulchra																																	
	AC	433	B2	AMNH 106506  FS-1560	Microhyla	pulchra																																	
	AC	433	B3	AMNH 106507  FS-1560	Microhyla	pulchra																																	
	AC	433	B4	AMNH 106576  FS-1568	Microhyla	sp																																	
	AC	433	B5	AMNH 106597  FS-14167																																			
	AC	433	B6	AMNH 106686  FS-1389	Microhyla	sp																																	
	AC	433	B7	AMNH 106688  FS-1399	Microhyla	sp																																	
	AC	433	B8	AMNH 141237  FS-1661	Microhyla	pulchra																																	
	AC	433	B9	AMNH 141242  FS-1661	Microhyla	pulchra																																	
	AC	433	C1	AMNH 141243  FS-1662	Microhyla	butleri																																	
	AC	433	C2	AMNH 141244  FS-1662	Microhyla	heymonsi																																	
	AC	433	C3	AMNH 141249  FS-1662	Microhyla	butleri																																	
	AC	433	C4	AMNH 141250  FS-1662	Microhyla	butleri																																	
	AC	433	C5	AMNH 141251  FS-1662	Microhyla	butleri																																	
	AC	433	C6	AMNH 141252  FS-1663	Microhyla	heymonsi																																	
	AC	433	C7	AMNH 144777  FS-16782	Microhyla	heymonsi																																	
	AC	433	C8	AMNH 144778  FS-16783	Microhyla	marmorata																																	
	AC	433	C9	AMNH 144782  FS-1678	Microhyla	marmorata																																	
	AC	433	D1	AMNH 144783  FS-16789	Microhyla	marmorata																																	
	AC	433	D2	AMNH 144785  FS-16788	Microhyla	marmorata																																	
	AC	433	D3	AMNH 144784  FS-1679	Microhyla	marmorata																																	
	AC	433	D4	AMNH 144781  FS-1680	Microhyla	heymonsi																																	
	AC	433	D5	AMNH 144817  FS-1683	Microhyla	berdmorei																																	
	AC	433	D6	AMNH 144786  FS-1689	Microhyla	marmorata																																	
	AC	433	D7	FMNH 263315																																			
	AC	433	D8	62230																																			
	AC	433	D9	FMNH 223773	Microhyla	heymonsi																																	
	AC	433	E1	FMNH 223732	Microhyla	butleri																																	
	AC	433	E2	FMNH 223731	Microhyla	butleri																																	
	AC	433	E3	FMNH 223730	Microhyla	butleri																																	
	AC	433	E4	FMNH 223729	Microhyla	butleri																																	
	AC	433	E5	LSUHC 9932	Laurutia	microdactyla																																	
	AC	433	E6	FMNH 235665 / 41421																																			
	AC	433	E7	TAO 937																																			
	AC	433	E8	FMNH 257155																																			
	AC	433	E9	FMNH 230305 / 35317																																			
	AC	433	F1	LSUHC  4034																																			
	AC	433	F2	LSUHC 4104																																			
	AC	433	F3	LSUHC 4105																																			
	AC	433	F4	LSUHC 8868																																			
	AC	433	F5	TAO 936																																			
	AC	433	F6	JRO 225																																			
	AC	433	F7	JRO 226																																			
	AC	433	F8	JRO 223																																			
	AC	433	F9	WED 57210																																			
	AC	433	G1	WED 57334																																			
	AC	433	G2	WED 57209																																			
	AC	433	G3	empty																																			
	AC	433	G4	empty																																			
	AC	433	G5	empty																																			
	AC	433	G6	empty																																			
	AC	433	G7	empty																																			
	AC	433	G8	empty																																			
	AC	433	G9	empty																																			
	AC	433	H1	empty																																			
	AC	433	H2	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	H3	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	H4	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	H5	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	H6	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	H7	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	H8	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	H9	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	I1	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	I2	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	I3	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	I4	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	I5	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	I6	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	I7	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	I8	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	433	I9	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC																																						
	AC	434	A1		TAO 697	Limnonectes	kuhlii																																
	AC	434	A2		TAO 698	Limnonectes	kuhlii																																
	AC	434	A3		TAO 699	Limnonectes	kuhlii																																
	AC	434	A4		TAO 700	Limnonectes	kuhlii																																
	AC	434	A5		TAO 701	Limnonectes	kuhlii																																
	AC	434	A6		TAO 702	Limnonectes	kuhlii																																
	AC	434	A7		TAO 703	Limnonectes	kuhlii																																
	AC	434	A8	FMNH 235674		Limnonectes	kuhlii																																
	AC	434	A9	FMNH 234375		Limnonectes	kuhlii																																
	AC	434	B1	FMNH 243619		Limnonectes	kuhlii																																
	AC	434	B2	FMNH 235677		Limnonectes	kuhlii																																
	AC	434	B3	FMNH 243627		Limnonectes	kuhlii																																
	AC	434	B4	FMNH 238661		Limnonectes	kuhlii																																
	AC	434	B5	FMNH 238554		Limnonectes	kuhlii																																
	AC	434	B6	FMNH 238471		Limnonectes	kuhlii																																
	AC	434	B7	FMNH 238511		Limnonectes	kuhlii																																
	AC	434	B8	FMNH 273391		Limnonectes	kuhlii																																
	AC	434	B9	FMNH 238534		Limnonectes	kuhlii																																
	AC	434	C1	FMNH 273400		Limnonectes	kuhlii																																
	AC	434	C2	FMNH 257156		Limnonectes	kuhlii																																
	AC	434	C3	FMNH 257155		Limnonectes	kuhlii																																
	AC	434	C4	FMNH 257154		Limnonectes	kuhlii																																
	AC	434	C5	FMNH 234377		Limnonectes	kuhlii																																
	AC	434	C6	FMNH 234376		Limnonectes	kuhlii																																
	AC	434	C7	FMNH 234378		Limnonectes	kuhlii																																
	AC	434	C8	FMNH 273341		Limnonectes	kuhlii																																
	AC	434	C9	FMNH 273342		Limnonectes	kuhlii																																
	AC	434	D1	FMNH 273381		Limnonectes	kuhlii																																
	AC	434	D2	FMNH 235675		Limnonectes	kuhlii																																
	AC	434	D3	FMNH 234395		Limnonectes	kuhlii																																
	AC	434	D4	FMNH 243604		Limnonectes	kuhlii																																
	AC	434	D5	FMNH 273405		Limnonectes	kuhlii																																
	AC	434	D6	FMNH 273366		Limnonectes	kuhlii																																
	AC	434	D7	FMNH 238615		Limnonectes	kuhlii																																
	AC	434	D8	FMNH 273417		Limnonectes	kuhlii																																
	AC	434	D9	FMNH 273423		Limnonectes	kuhlii																																
	AC	434	E1	FMNH 273428		Limnonectes	kuhlii																																
	AC	434	E2		SP 20690	Limnonectes	kuhlii																																
	AC	434	E3		SP 20836	Limnonectes	kuhlii																																
	AC	434	E4		SP 20839	Limnonectes	kuhlii																																
	AC	434	E5		SP 20841	Limnonectes	kuhlii																																
	AC	434	E6		SP 20942	Limnonectes	kuhlii																																
	AC	434	E7		SP 20944	Limnonectes	kuhlii																																
	AC	434	E8		SP 20945	Limnonectes	kuhlii																																
	AC	434	E9		SP 21806	Limnonectes	kuhlii																																
	AC	434	F1		SP 21813	Limnonectes	kuhlii																																
	AC	434	F2	FMNH 241159		Limnonectes	kuhlii																																
	AC	434	F3		RMBR 515	Limnonectes	kuhlii	Sumatra																															
	AC	434	F4		761	Limnonectes	kuhlii																																
	AC	434	F5		RMBR 393	Limnonectes	kuhlii	Sumatra																															
	AC	434	F6		RMBR 706	Limnonectes	kuhlii	Sumatra																															
	AC	434	F7		RMBR 707	Limnonectes	kuhlii																																
	AC	434	F8		RMBR 1193	Limnonectes	kuhlii																																
	AC	434	F9		TNE 006	Limnonectes	kuhlii																																
	AC	434	G1		TNE 009	Limnonectes	kuhlii																																
	AC	434	G2		TNE 005	Limnonectes	kuhlii																																
	AC	434	G3		TNE 004	Limnonectes	kuhlii																																
	AC	434	G4		TNE 003	Limnonectes	kuhlii																																
	AC	434	G5		TNE 010	Limnonectes	kuhlii																																
	AC	434	G6		TNE 007	Limnonectes	kuhlii																																
	AC	434	G7		TNE 001	Limnonectes	kuhlii																																
	AC	434	G8		TNE 008	Limnonectes	kuhlii																																
	AC	434	G9		TNE 002	Limnonectes	kuhlii																																
	AC	434	H1	35343 / 230511		Limnonectes	kuhlii																																
	AC	434	H2	35344 / 230312		Limnonectes	kuhlii																																
	AC	434	H3	35323 / 230306		Limnonectes	kuhlii																																
	AC	434	H4	FMNH 266610		Limnonectes	kuhlii																																
	AC	434	H5	FMNH 266612		Limnonectes	kuhlii																																
	AC	434	H6	FMNH 266615		Limnonectes	kuhlii																																
	AC	434	H7	FMNH 266616		Limnonectes	kuhlii																																
	AC	434	H8	FMNH 266618		Limnonectes	kuhlii																																
	AC	434	H9	FMNH 266619		Limnonectes	kuhlii																																
	AC	434	I1	FMNH 266621		Limnonectes	kuhlii																																
	AC	434	I2	238517 / 48658		Limnonectes	kuhlii																																
	AC	434	I3	234394 / 40227		Limnonectes	kuhlii																																
	AC	434	I4	FMNH 266608		Limnonectes	kuhlii																																
	AC	434	I5	FMNH 266637		Limnonectes	kuhlii																																
	AC	434	I6	FMNH 266636		Limnonectes	kuhlii																																
	AC	434	I7	35340 / 230310		Limnonectes	kuhlii																																
	AC	434	I8	35345 / 230313		Limnonectes	kuhlii																																
	AC	434	I9	35326 / 230308		Limnonectes	kuhlii																																
	AC																																						
	AC	435	A1	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	A2	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	A3	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	A4	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	A5	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	A6	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	A7	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	A8	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	A9	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	B1	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	B2	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	B3	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	B4	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	B5	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	B6	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	B7	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	B8	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	B9	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	C1	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	C2	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	C3	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	C4	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	C5	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	C6	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	C7	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	C8	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	C9	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	D1	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	D2	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	D3	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	D4	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	D5	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	D6	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	D7	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	D8	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	D9	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	E1	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	E2	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	E3	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	E4	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	E5	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	E6	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	E7	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	E8	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	E9	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	F1	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	F2	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	F3	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	F4	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	F5	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	F6	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	F7	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	F8	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	F9	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	G1	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	G2	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	G3	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	G4	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	G5	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	G6	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	G7	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	G8	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	G9	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	H1	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	H2	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	H3	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	H4	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	H5	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	H6	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	H7	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	H8	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	H9	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	I1	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	I2	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	I3	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	I4	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	I5	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	I6	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	I7	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
	AC	435	I8	Atelopus 	ssp	presumably degraded; fresh tissues(aliquots from Texas) left in 20° C for three years — thanks to JMG																																	
